filename,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
PSY109 colony 25C 01 m-25.csv,PSY109 colony 25C,277.15,595.3,133.34,533.24,907.4276340694008,2.5359999999999996,543.1228864353312,374.1876340694008,62.059999999999945,6.029449469374817,-25,25
PSY109 colony 25C 01 m-35.csv,PSY109 colony 25C,277.15,595.3,133.34,533.24,898.7525162838533,2.917,531.2179910867329,365.5125162838533,62.059999999999945,5.889663491521973,-35,25
PSY109 colony 25C 01 m-50.csv,PSY109 colony 25C,277.15,595.3,133.34,533.24,871.7300000000001,3.806,497.17410404624275,338.4900000000001,62.059999999999945,5.454237834353858,-50,25
PSY109 colony 25C 02 m-25.csv,PSY109 colony 25C,280.52,597.41,104.39,533.24,803.824754174397,2.156,172.656706864564,270.58475417439695,64.16999999999996,4.216686211226385,-25,25
PSY109 colony 25C 02 m-35.csv,PSY109 colony 25C,280.52,597.41,104.39,533.24,796.2975481335952,2.545,171.2090569744597,263.0575481335952,64.16999999999996,4.0993851976561535,-35,25
PSY109 colony 25C 02 m-50.csv,PSY109 colony 25C,280.52,597.41,104.39,533.24,787.6240359734933,3.169,166.73360366046072,254.38403597349327,64.16999999999996,3.9642206011141257,-50,25
PSY109 colony 25C 03 m-25.csv,PSY109 colony 25C,243.44,616.99,323.95,533.24,767.5962442208321,3.677,262.1850285558879,234.35624422083208,83.75,2.798283513084562,-25,25
PSY109 colony 25C 03 m-35.csv,PSY109 colony 25C,243.44,616.99,323.95,533.24,762.3533715103794,4.191,252.70702457647337,229.11337151037935,83.75,2.7356820478851267,-35,25
PSY109 colony 25C 03 m-50.csv,PSY109 colony 25C,243.44,616.99,323.95,533.24,757.6119280795716,5.228,261.7252830910482,224.3719280795716,83.75,2.679067797965034,-50,25
PSY109 colony 25C 04 m-25.csv,PSY109 colony 25C,19.18,635.31,402.24,533.24,872.6805951091603,3.5086,270.7297280966767,339.4405951091603,102.06999999999994,3.3255667199878567,-25,25
PSY109 colony 25C 04 m-35.csv,PSY109 colony 25C,19.18,635.31,402.24,533.24,860.7913168642294,4.0156,272.65465235581235,327.5513168642294,102.06999999999994,3.209085106928869,-35,25
PSY109 colony 25C 04 m-50.csv,PSY109 colony 25C,19.18,635.31,402.24,533.24,842.3653841560892,5.1918999999999995,275.8876784992007,309.12538415608924,102.06999999999994,3.0285625958272697,-50,25
PSY109 colony 25C 10 01 m-25.csv,PSY109 colony 25C 10,248.7,584.55,156.33,536.58,775.7875844904377,3.8169999999999997,210.5248231595494,239.20758449043763,47.969999999999914,4.986607973534252,-25,25
PSY109 colony 25C 10 01 m-35.csv,PSY109 colony 25C 10,248.7,584.55,156.33,536.58,771.508000934143,4.282,217.85551611396545,234.92800093414291,47.969999999999914,4.897394224184769,-35,25
PSY109 colony 25C 10 01 m-50.csv,PSY109 colony 25C 10,248.7,584.55,156.33,536.58,762.9458277254374,5.201,225.90877331282445,226.36582772543738,47.969999999999914,4.718904059317027,-50,25
PSY109 colony 25C 10 02 m-25.csv,PSY109 colony 25C 10,244.9,582.56,124.6,536.58,768.4898649478207,3.258,141.50553100061387,231.90986494782067,45.979999999999905,5.043711721353222,-25,25
PSY109 colony 25C 10 02 m-35.csv,PSY109 colony 25C 10,244.9,582.56,124.6,536.58,766.3404818949089,3.673,141.90164987748435,229.76048189490882,45.979999999999905,4.996965678445179,-35,25
PSY109 colony 25C 10 02 m-50.csv,PSY109 colony 25C 10,244.9,582.56,124.6,536.58,759.3576921358356,4.476,148.568690795353,222.77769213583554,45.979999999999905,4.845099872462723,-50,25
PSY109 colony 25C 10 03 m-25.csv,PSY109 colony 25C 10,235.3,591.16,130.4,536.58,804.5503170920341,2.586,195.30135730858467,267.97031709203407,54.57999999999993,4.909679682888135,-25,25
PSY109 colony 25C 10 03 m-35.csv,PSY109 colony 25C 10,235.3,591.16,130.4,536.58,798.9408154362417,2.98,196.92641275167784,262.36081543624164,54.57999999999993,4.806903910521107,-35,25
PSY109 colony 25C 10 03 m-50.csv,PSY109 colony 25C 10,235.3,591.16,130.4,536.58,789.382824993381,3.777,203.10669843791368,252.8028249933809,54.57999999999993,4.6317849943822145,-50,25
PSY109 colony 25C 10 04 m-25.csv,PSY109 colony 25C 10,232.66,596.81,149.4,536.58,723.6156806373398,2.887,167.77971943193623,187.03568063733974,60.229999999999905,3.105357473640047,-25,25
PSY109 colony 25C 10 04 m-35.csv,PSY109 colony 25C 10,232.66,596.81,149.4,536.58,718.3212918518518,3.375,167.11494814814816,181.74129185185177,60.229999999999905,3.017454621481854,-35,25
PSY109 colony 25C 10 04 m-50.csv,PSY109 colony 25C 10,232.66,596.81,149.4,536.58,707.9336217725053,4.2989999999999995,167.81752035357061,171.35362177250522,60.229999999999905,2.84498790922307,-50,25
PSY109 colony 25C 10 05 m-25.csv,PSY109 colony 25C 10,233.59,602.42,153.01,536.58,759.2057157672639,2.7963,141.25927582877372,222.62571576726384,65.83999999999992,3.3813140304870006,-25,25
PSY109 colony 25C 10 05 m-35.csv,PSY109 colony 25C 10,233.59,602.42,153.01,536.58,755.8087610367415,3.511,144.06487610367415,219.2287610367415,65.83999999999992,3.329719942842372,-35,25
PSY109 colony 25C 10 05 m-50.csv,PSY109 colony 25C 10,233.59,602.42,153.01,536.58,750.6180887991928,4.955,146.78811907164481,214.0380887991928,65.83999999999992,3.2508822721627135,-50,25
PSY109 colony 25C 11 01 m-25.csv,PSY109 colony 25C 11,170.43,600.23,353.91,535.52,809.1656057246522,4.961,293.9358294698649,273.6456057246522,64.71000000000004,4.228799346695288,-25,25
PSY109 colony 25C 11 01 m-35.csv,PSY109 colony 25C 11,170.43,600.23,353.91,535.52,816.5826046511628,5.805,309.4337932816538,281.0626046511628,64.71000000000004,4.343418399801617,-35,25
PSY109 colony 25C 11 01 m-50.csv,PSY109 colony 25C 11,170.43,600.23,353.91,535.52,849.5038138977635,7.5120000000000005,456.0901490947817,313.9838138977635,64.71000000000004,4.85216834952501,-50,25
PSY109 colony 25C 11 02 m-25.csv,PSY109 colony 25C 11,288.47,582.99,98.82,535.52,823.8975907111756,4.823,151.2121190130624,288.37759071117557,47.47000000000003,6.0749439795908025,-25,25
PSY109 colony 25C 11 02 m-35.csv,PSY109 colony 25C 11,288.47,582.99,98.82,535.52,812.7439229266561,5.630999999999999,148.777828094477,277.2239229266561,47.47000000000003,5.839981523628732,-35,25
PSY109 colony 25C 11 02 m-50.csv,PSY109 colony 25C 11,288.47,582.99,98.82,535.52,790.319085718838,7.5316,147.0033443093101,254.799085718838,47.47000000000003,5.367581329657423,-50,25
PSY109 colony 25C 11 03 m-25.csv,PSY109 colony 25C 11,320.7,598.19,130.59,535.52,733.6401709963828,3.041,167.13246300559024,198.12017099638285,62.67000000000007,3.161323934839359,-25,25
PSY109 colony 25C 11 03 m-35.csv,PSY109 colony 25C 11,320.7,598.19,130.59,535.52,731.514341290893,3.3930000000000002,168.72051871500145,195.99434129089298,62.67000000000007,3.127402924699102,-35,25
PSY109 colony 25C 11 03 m-50.csv,PSY109 colony 25C 11,320.7,598.19,130.59,535.52,724.601445349952,4.172000000000001,166.73138063279004,189.081445349952,62.67000000000007,3.0170966227852523,-50,25
PSY109 colony 25C 11 04 m-25.csv,PSY109 colony 25C 11,325.36,594.88,97.89,535.52,815.2047413793103,1.5312000000000001,183.11432340647858,279.68474137931037,59.360000000000014,4.711670171484338,-25,25
PSY109 colony 25C 11 04 m-35.csv,PSY109 colony 25C 11,325.36,594.88,97.89,535.52,803.0816196960101,1.8947999999999998,178.50796284568295,267.5616196960101,59.360000000000014,4.50743968490583,-35,25
PSY109 colony 25C 11 04 m-50.csv,PSY109 colony 25C 11,325.36,594.88,97.89,535.52,789.1301597630829,2.5663,180.06517710322254,253.61015976308295,59.360000000000014,4.272408351803957,-50,25
PSY109 colony 25C 11 05 m-25.csv,PSY109 colony 25C 11,325.67,588.28,74.03,535.52,715.6831340405015,2.074,99.23540501446482,180.16313404050152,52.75999999999999,3.4147675140352836,-25,25
PSY109 colony 25C 11 05 m-35.csv,PSY109 colony 25C 11,325.67,588.28,74.03,535.52,711.6650721732157,2.494,99.6741940657578,176.14507217321568,52.75999999999999,3.3386101624946116,-35,25
PSY109 colony 25C 11 05 m-50.csv,PSY109 colony 25C 11,325.67,588.28,74.03,535.52,702.8409232512035,3.531,99.29588218634947,167.32092325120357,52.75999999999999,3.171359424776414,-50,25
PSY109 colony 25C 11 06 m-25.csv,PSY109 colony 25C 11,286.8,598.54,135.78,535.52,800.0459633481921,2.019,185.81928083209507,264.52596334819214,63.01999999999998,4.197492277819616,-25,25
PSY109 colony 25C 11 06 m-35.csv,PSY109 colony 25C 11,286.8,598.54,135.78,535.52,791.1822120549035,2.5135,178.14044758305153,255.66221205490353,63.01999999999998,4.05684246358146,-35,25
PSY109 colony 25C 11 06 m-50.csv,PSY109 colony 25C 11,286.8,598.54,135.78,535.52,782.3054568817819,3.502,174.81579383209598,246.7854568817819,63.01999999999998,3.915986304058743,-50,25
PSY109 colony 25C 11 07 m-25.csv,PSY109 colony 25C 11,282.74,589.62,135.7,535.52,725.8729953198127,1.923,122.24985959438376,190.35299531981275,54.10000000000002,3.5185396547100307,-25,25
PSY109 colony 25C 11 07 m-35.csv,PSY109 colony 25C 11,282.74,589.62,135.7,535.52,727.4938739532835,2.269,127.51263552225649,191.9738739532835,54.10000000000002,3.5485004427593974,-35,25
PSY109 colony 25C 11 07 m-50.csv,PSY109 colony 25C 11,282.74,589.62,135.7,535.52,725.603853820598,3.01,144.1748172757475,190.08385382059805,54.10000000000002,3.5135647656302766,-50,25
PSY109 colony 25C 11 08 m-25.csv,PSY109 colony 25C 11,266.88,597.78,111.63,535.52,760.2225088200705,5.101999999999999,132.71949039592317,224.70250882007053,62.25999999999999,3.6090990815944517,-25,25
PSY109 colony 25C 11 08 m-35.csv,PSY109 colony 25C 11,266.88,597.78,111.63,535.52,757.1020585701982,5.805,133.36233763996555,221.58205857019823,62.25999999999999,3.5589794180886325,-35,25
PSY109 colony 25C 11 08 m-50.csv,PSY109 colony 25C 11,266.88,597.78,111.63,535.52,747.6729326396495,7.304,136.7014444140197,212.15293263964952,62.25999999999999,3.4075318445173393,-50,25
PSY109 colony 25C 12 01 m-25.csv,PSY109 colony 25C 12,321.92,582.28,99.02,539.79,763.0108414028216,2.7573,119.76117433721394,223.22084140282163,42.49000000000001,5.2534912074093105,-25,25
PSY109 colony 25C 12 01 m-35.csv,PSY109 colony 25C 12,321.92,582.28,99.02,539.79,757.1336941644892,3.2148,120.73521587657086,217.3436941644892,42.49000000000001,5.115172844539637,-35,25
PSY109 colony 25C 12 01 m-50.csv,PSY109 colony 25C 12,321.92,582.28,99.02,539.79,748.0644577746411,4.251,124.16733003999059,208.27445777464118,42.49000000000001,4.901728825009205,-50,25
PSY109 colony 25C 12 02 m-25.csv,PSY109 colony 25C 12,240.73,599.95,239.12,539.79,809.9233712086502,5.4565,560.2662485109502,270.13337120865026,60.16000000000008,4.49024885652676,-25,25
PSY109 colony 25C 12 02 m-35.csv,PSY109 colony 25C 12,240.73,599.95,239.12,539.79,801.3001291364004,6.194999999999999,540.1322808716707,261.51012913640045,60.16000000000008,4.346910391230055,-35,25
PSY109 colony 25C 12 02 m-50.csv,PSY109 colony 25C 12,240.73,599.95,239.12,539.79,792.767923144988,7.911,522.6499772468715,252.97792314498804,60.16000000000008,4.205085158660035,-50,25
PSY109 colony 25C 12 03 m-25.csv,PSY109 colony 25C 12,289.54,590.62,137.17,539.79,779.6302088528679,3.2079999999999997,268.6938591022444,239.84020885286793,50.83000000000004,4.7184774513647,-25,25
PSY109 colony 25C 12 03 m-35.csv,PSY109 colony 25C 12,289.54,590.62,137.17,539.79,775.3291459670666,3.583,266.0295478649176,235.5391459670666,50.83000000000004,4.633860829570458,-35,25
PSY109 colony 25C 12 03 m-50.csv,PSY109 colony 25C 12,289.54,590.62,137.17,539.79,766.8380430958663,4.548,264.84619613016713,227.04804309586632,50.83000000000004,4.4668117862653185,-50,25
PSY109 colony 25C 12 04 m-25.csv,PSY109 colony 25C 12,209.16,599.61,220.92,539.79,733.0678666355793,3.0023,147.06230156879727,193.27786663557936,59.82000000000005,3.230990749508178,-25,25
PSY109 colony 25C 12 04 m-35.csv,PSY109 colony 25C 12,209.16,599.61,220.92,539.79,726.2906899576085,3.4205,149.7109896214004,186.50068995760853,59.82000000000005,3.1176979264060245,-35,25
PSY109 colony 25C 12 04 m-50.csv,PSY109 colony 25C 12,209.16,599.61,220.92,539.79,718.6150633655452,4.2531,153.92746561331734,178.82506336554525,59.82000000000005,2.989385880400286,-50,25
PSY109 colony 25C 12 05 m-25.csv,PSY109 colony 25C 12,174.24,621.29,416.99,539.79,862.1898671671961,3.463,458.895446144961,322.39986716719613,81.5,3.9558265910085417,-25,25
PSY109 colony 25C 12 05 m-35.csv,PSY109 colony 25C 12,174.24,621.29,416.99,539.79,874.4714355418593,3.894,493.4538161273754,334.6814355418593,81.5,4.106520681495206,-35,25
PSY109 colony 25C 12 05 m-50.csv,PSY109 colony 25C 12,174.24,621.29,416.99,539.79,855.7414358974358,4.875,470.1078051282051,315.9514358974359,81.5,3.8767047349378636,-50,25
PSY109 colony 25C 13 01 m-25.csv,PSY109 colony 25C 13,282.3,590.03,105.84,544.22,809.3898850427896,1.5658,175.1185987993358,265.1698850427896,45.809999999999945,5.788471622850685,-25,25
PSY109 colony 25C 13 01 m-35.csv,PSY109 colony 25C 13,282.3,590.03,105.84,544.22,798.6274790831445,2.2948,176.09799764685377,254.4074790831445,45.809999999999945,5.553535889175831,-35,25
PSY109 colony 25C 13 01 m-50.csv,PSY109 colony 25C 13,282.3,590.03,105.84,544.22,774.7798384166282,4.1279,183.4386908597592,230.55983841662817,45.809999999999945,5.032958708068728,-50,25
PSY109 colony 25C 13 02 m-25.csv,PSY109 colony 25C 13,288.23,600.93,101.16,544.22,723.4685176791315,6.0891,142.53338407974906,179.2485176791315,56.70999999999992,3.1607920592334993,-25,25
PSY109 colony 25C 13 02 m-35.csv,PSY109 colony 25C 13,288.23,600.93,101.16,544.22,720.1061798584711,7.023300000000001,142.03153232810786,175.8861798584711,56.70999999999992,3.1015020253653915,-35,25
PSY109 colony 25C 13 02 m-50.csv,PSY109 colony 25C 13,288.23,600.93,101.16,544.22,712.4497870139018,9.0851,139.23148451860737,168.22978701390173,56.70999999999992,2.96649245307533,-50,25
PSY109 colony 25C 13 03 m-25.csv,PSY109 colony 25C 13,275.68,611.6,174.4,544.22,736.2403480937094,3.7691,160.97196996630495,192.02034809370934,67.38,2.8498122305388742,-25,25
